fund_key,nome,cnpj,gestor,classe_anbima,patrimonio_liquido,publico_alvo,taxa_administracao_cvm_mensal_pct,referencia_fundo_kinea,eh_fundo_kinea,source
CNPJ:55.213.867/0001-17,MANAGER LEGACY CAPITAL ALPHA S FIF CLASSE DE INV EM COTAS MULTIMERCADO RESP LIMITADA,55.213.867/0001-17,SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,8363220.22,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:55.250.157/0001-67,MANAGER IBIUNA HEDGE ST PLUS FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO,55.250.157/0001-67,SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,5442897.44,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:55.915.452/0001-95,CIANO GANBATTE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,55.915.452/0001-95,CIANO GESTÃO DE RECURSOS E EDUCAÇÃO LTDA.,Multimercados Macro,2437297.89,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.074.358/0001-86,PLURAL RETORNO REAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,57.074.358/0001-86,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,Multimercados Macro,15308576.7,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.341.983/0001-47,ABS TOTAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO,57.341.983/0001-47,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,792698129.01,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.438.524/0001-86,NEO VITALE II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,57.438.524/0001-86,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,253360469.28,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.779.711/0001-23,NEO FOLIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,57.779.711/0001-23,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,28714621.08,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.788.149/0001-02,ABS TOTAL A FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,57.788.149/0001-02,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,1158708296.05,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:57.967.324/0001-10,KINEA TLS III FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,57.967.324/0001-10,KINEA INVESTIMENTOS LTDA.,Multimercados Macro,183105280.95,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:58.341.387/0001-20,BB ESPELHO MULTIMERCADO GALAPAGOS EVOLUTION CRÉDITO PRIVADO FIC FIF RESPONSABILIDADE LIMITADA,58.341.387/0001-20,BB GESTAO DE RECURSOS DTVM S.A,Multimercados Macro,33868790.74,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:58.568.530/0001-10,KINEA MACRO ESTRATÉGIA LOCAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,58.568.530/0001-10,KINEA INVESTIMENTOS LTDA.,Multimercados Macro,340565330.56,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:59.848.886/0001-70,OPPORTUNITY OAWM MARKET CLASSE DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,59.848.886/0001-70,OPPORTUNITY AUSTER WEALTH MANAGEMENT LTDA.,Multimercados Macro,10919720.44,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:59.858.117/0001-53,OPPORTUNITY OAWM TOTAL EVOLUTION CLASSE DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,59.858.117/0001-53,OPPORTUNITY AUSTER WEALTH MANAGEMENT LTDA.,Multimercados Macro,5755096.48,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.202.846/0001-24,OPPORTUNITY OAWM ORBIS CLASSE DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,63.202.846/0001-24,OPPORTUNITY AUSTER WEALTH MANAGEMENT LTDA.,Multimercados Macro,211771665.14,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.292.376/0001-98,OPPORTUNITY OAWM ORBIS B PLUS CLASSE DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA,67.292.376/0001-98,OPPORTUNITY AUSTER WEALTH MANAGEMENT LTDA.,Multimercados Macro,1532204.9,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.293.246/0001-70,OPPORTUNITY OAWM ORBIS B CLASSE DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,67.293.246/0001-70,OPPORTUNITY AUSTER WEALTH MANAGEMENT LTDA.,Multimercados Macro,11325241.43,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:58.841.072/0001-41,KAPITALO ZETA XP SEG PREV FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,58.841.072/0001-41,KAPITALO INVESTIMENTOS LTDA.,Multimercados Macro,119923701.82,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:58.938.098/0001-02,ACE CAPITAL DRIVE PLUS A FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,58.938.098/0001-02,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,162426212.86,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:59.511.841/0001-06,IBIUNA HEDGE STS MULTIMERCADO - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA VERTICE S,59.511.841/0001-06,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,9906343.44,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:59.941.429/0001-26,ABSOLUTE VERTEX MULT - CIC FIF VÉRTICE S,59.941.429/0001-26,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,31424007.59,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.019.383/0001-71,CAPSTONE MACRO PVT A FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,60.019.383/0001-71,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,69778577.38,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.096.669/0001-50,GAP CONVEX FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,60.096.669/0001-50,GAP GESTORA DE RECURSOS LTDA,Multimercados Macro,30642374.85,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.141.542/0001-06,GALAPAGOS QUANTITATIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,60.141.542/0001-06,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,Multimercados Macro,44009004.39,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.142.297/0001-51,GALAPAGOS GLOBAL MACRO Q FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,60.142.297/0001-51,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,Multimercados Macro,23967591.93,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.262.076/0001-17,KAPITALO K10 MULTIMERCADO - CIC FIF RESP LIMITADA VÉRTICE S,60.262.076/0001-17,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,15605430.05,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.262.124/0001-77,KAPITALO KAPPA MULT - CIC FIF RESP LIMITADA VÉRTICE S,60.262.124/0001-77,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,6074184.47,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.298.249/0001-57,ACE CAPITAL MULT - CIC FIF RESP LIMITADA VÉRTICE S,60.298.249/0001-57,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,5043268.39,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.354.373/0001-92,KINEA ATLAS MULT - CIC FIF RESP LIMITADA VÉRTICE S,60.354.373/0001-92,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,43267933.61,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.354.551/0001-85,QUANTITAS MALLORCA MULT - CIC FIF RESP LIMITADA VÉRTICE S,60.354.551/0001-85,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Multimercados Macro,4233059.48,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.443.240/0001-92,GALAPAGOS MACRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,60.443.240/0001-92,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,Multimercados Macro,132640622.66,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.796.900/0001-19,SPX MACRO ALLOCATION FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,60.796.900/0001-19,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,96948973.29,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.799.760/0001-32,ACE CAPITAL BB FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,60.799.760/0001-32,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,20852297.26,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.800.251/0001-82,ACE CAPITAL B FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,60.800.251/0001-82,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,43529866.01,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.823.573/0001-47,ABSOLUTE VERTEX 45 C1 FIC DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,60.823.573/0001-47,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,22177143.26,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.897.150/0001-71,NEO MULTI ESTRATÉGIA 30 B FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,60.897.150/0001-71,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,16336399.59,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:60.897.678/0001-40,NEO MULTI ESTRATÉGIA 30 C FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,60.897.678/0001-40,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,64016481.98,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.028.586/0001-97,NOVUS STRATEGY MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,61.028.586/0001-97,NOVUS CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,12857880.73,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.043.044/0001-93,ABSOLUTE HEDGE A FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,61.043.044/0001-93,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,968638650.15,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.046.946/0001-83,ABSOLUTE HEDGE C2 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,61.046.946/0001-83,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,14852255.1,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.048.517/0001-45,ABSOLUTE HEDGE C1 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,61.048.517/0001-45,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,3672795.26,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.052.204/0001-60,NOVUS STRATEGY FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,61.052.204/0001-60,NOVUS CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,13082845.18,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.197.881/0001-77,ACE CAPITAL ALPHASYS FUNDO DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA,61.197.881/0001-77,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,369781645.48,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.223.070/0001-01,VERDE II FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,61.223.070/0001-01,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,190435478.4,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.224.618/0001-20,VINLAND MACRO I FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,61.224.618/0001-20,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Multimercados Macro,77719794.91,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.225.877/0001-75,VINLAND MACRO II FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,61.225.877/0001-75,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Multimercados Macro,12446723.03,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.424.075/0001-94,NEO MULTI ESTRATÉGIA D FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,61.424.075/0001-94,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,100794240.51,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:61.691.508/0001-78,ACE CAPITAL ALPHASYS FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,61.691.508/0001-78,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,188702472.93,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:62.105.669/0001-03,VINLAND MACRO PLUS P II FIF CIC MULTIMERCADO RESP LIMITADA,62.105.669/0001-03,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Multimercados Macro,30174274.09,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:62.160.786/0001-61,ABS HP FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,62.160.786/0001-61,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,167592676.87,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:62.783.549/0001-57,VINLAND MACRO IV FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,62.783.549/0001-57,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Multimercados Macro,11904445.01,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.104.903/0001-32,KAPITALO STRATA LOW VOL FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,63.104.903/0001-32,KAPITALO INVESTIMENTOS LTDA.,Multimercados Macro,4414184.93,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.105.062/0001-88,KAPITALO TERAV MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,63.105.062/0001-88,KAPITALO INVESTIMENTOS LTDA.,Multimercados Macro,42195614.67,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.387.259/0001-57,PARAGON MACRO A FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,63.387.259/0001-57,Paragon Capital Ltda.,Multimercados Macro,28619605.97,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.459.498/0001-75,QUANTITAS SISTEMÁTICO NAXOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,63.459.498/0001-75,QUANTITAS GESTAO DE RECURSOS LTDA.,Multimercados Macro,32847372.0,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.861.378/0001-08,NEO VITALE MASTER FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,63.861.378/0001-08,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,298938837.28,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.861.725/0001-94,NEO VITALE I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,63.861.725/0001-94,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,1476449.2,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:63.927.798/0001-31,FYTO MACRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,63.927.798/0001-31,,Multimercados Macro,11795991.0,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:64.156.154/0001-50,BTG PACTUAL TOTAL MACRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,64.156.154/0001-50,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Multimercados Macro,11505073.58,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:64.536.057/0001-92,ABS TOTAL X FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,64.536.057/0001-92,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,18513961.81,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:64.536.944/0001-60,ABS TOTAL ABS FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,64.536.944/0001-60,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Multimercados Macro,96888107.37,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:64.851.979/0001-94,KAPITALO K10 STRATEGY CIC DE CLASSES DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA,64.851.979/0001-94,ASA ASSET MANAGEMENT LTDA.,Multimercados Macro,1558055.21,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:65.118.025/0001-30,ITAÚ KINEA ATLAS II ITUBERS FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,65.118.025/0001-30,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,2997677.53,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:65.592.688/0001-91,CULTINVEST MACRO ASSIMETRIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,65.592.688/0001-91,CULTINVEST ASSET MANAGEMENT LTDA,Multimercados Macro,5099379.74,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:65.970.539/0001-19,ACE CAPITAL ALPHASYS A FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,65.970.539/0001-19,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,118232107.88,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:66.230.768/0001-60,NEO VITALE I SELEÇÃO SCC FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,66.230.768/0001-60,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,1494162.49,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:66.231.379/0001-59,LEGACY CAPITAL ALPHA TR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA,66.231.379/0001-59,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Multimercados Macro,2042912908.97,Qualificado,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:66.427.257/0001-32,ITAÚ SELEÇÃO ACE CAPITAL ALPHASYS FIF CIC MULTIMERCADO RESP LIMITADA,66.427.257/0001-32,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,3978842.26,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:66.790.277/0001-73,ITAÚ SELEÇÃO VERDE AM TAU FIF CIC MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,66.790.277/0001-73,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,1649188.43,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.064.141/0001-49,OCCAM MULTIMERCADO LIQUIDEZ FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,67.064.141/0001-49,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,Multimercados Macro,102044877.39,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.149.068/0001-08,OPPORTUNITY ORBIS B PLUS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,67.149.068/0001-08,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,Multimercados Macro,6599709.7,,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.228.651/0001-04,OPP A MARKET PC FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,67.228.651/0001-04,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,Multimercados Macro,0.0,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:67.230.269/0001-35,OPP A TOTAL PC FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,67.230.269/0001-35,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,Multimercados Macro,7843043.42,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
