fund_key,nome,cnpj,gestor,classe_anbima,patrimonio_liquido,publico_alvo,taxa_administracao_cvm_mensal_pct,referencia_fundo_kinea,eh_fundo_kinea,source
CNPJ:21.287.264/0001-48,BRAM MACRO INSTITUCIONAL FI FINANCEIRO - CI MULT - RESP LIMITADA,21.287.264/0001-48,BANCO BRADESCO S.A.,Multimercados Macro,33659847.7,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:21.287.421/0001-15,BRADESCO MACRO INSTITUCIONAL FI FINANCEIRO - CIC MULT - RESP LIMITADA,21.287.421/0001-15,BANCO BRADESCO S.A.,Multimercados Macro,33657354.89,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:21.306.424/0001-59,SPX ESTRATÉGIA NIMITZ FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,21.306.424/0001-59,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,412947225.07,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:21.595.851/0001-02,OPI CAETÉ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,21.595.851/0001-02,OURO PRETO GESTÃO DE RECURSOS S.A.,Multimercados Macro,54142405.21,Profissional,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:21.624.757/0001-26,KINEA CHRONOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,21.624.757/0001-26,KINEA INVESTIMENTOS LTDA.,Multimercados Macro,85858346.33,,,Kinea Chronos FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.003.930/0001-31,XP CRÉDITO ESTRUTURADO 120 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV - RESP LIMITADA,22.003.930/0001-31,XP VISTA ASSET MANAGEMENT LTDA.,Multimercados Macro,1731289255.85,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.013.935/0001-45,IBIUNA HEDGE BP FIF - CI EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,22.013.935/0001-45,BANCO BRADESCO S.A.,Multimercados Macro,10843632.17,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.080.561/0001-80,BB MILÊNIO 2 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO RESP LIM,22.080.561/0001-80,BB GESTAO DE RECURSOS DTVM S.A,Multimercados Macro,9580358320.89,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.187.946/0001-41,VERDE FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,22.187.946/0001-41,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,888209705.36,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.187.973/0001-14,CSHG VERDE AM AGAR FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,22.187.973/0001-14,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,34533955.5,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.188.018/0001-00,VERDE TM FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,22.188.018/0001-00,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,816841867.6,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.188.036/0001-83,VERDE AM AGAR FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,22.188.036/0001-83,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,1199692.98,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.188.046/0001-19,CSHG VERDE 14 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,22.188.046/0001-19,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,72680124.19,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.188.086/0001-60,VERDE 14 FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,22.188.086/0001-60,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,86440549.73,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.215.116/0001-80,CSHG VERDE 30 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,22.215.116/0001-80,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,935274922.86,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.215.215/0001-62,CSHG VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,22.215.215/0001-62,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,52345632.5,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.345.384/0001-17,SPX NIMITZ ESTRUTURADO FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,22.345.384/0001-17,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,645359607.24,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.354.046/0001-41,PACIFICO MACRO FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,22.354.046/0001-41,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Multimercados Macro,7574272.24,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.428.762/0001-26,IBIUNA HEDGE SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,22.428.762/0001-26,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,364944724.53,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.680.446/0001-47,BLACKBIRD FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,22.680.446/0001-47,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,68072509.31,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.918.359/0001-85,QUANTITAS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO MALLORCA RESP LIMITADA,22.918.359/0001-85,QUANTITAS GESTAO DE RECURSOS LTDA.,Multimercados Macro,580658031.8,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.918.378/0001-01,QUANTITAS MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,22.918.378/0001-01,QUANTITAS GESTAO DE RECURSOS LTDA.,Multimercados Macro,731822798.41,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:22.918.586/0001-00,ASA HEDGE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,22.918.586/0001-00,ASA ASSET MANAGEMENT LTDA.,Multimercados Macro,108902115.51,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.176.630/0001-17,VIXRAX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,23.176.630/0001-17,Levante Gestora de Recursos Ltda.,Multimercados Macro,18838867.19,Profissional,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.611.442/0001-70,VÉRTICE VERDE II MULTIMERCADO FIF CIC RESPONSABILIDADE LIMITADA,23.611.442/0001-70,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,125832512.5,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.695.876/0001-03,BTGP ACCESS ADAM MACRO FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,23.695.876/0001-03,BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA,Multimercados Macro,1512194.32,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.731.781/0001-90,ITAÚ PERSONNALITÉ KINEA CHRONOS FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,23.731.781/0001-90,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,942199507.58,Público Geral,,Kinea Chronos FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.760.334/0001-69,QUANTITAS ALFA FIF DA CIC MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,23.760.334/0001-69,QUANTITAS GESTAO DE RECURSOS LTDA.,Multimercados Macro,118607018.27,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.883.419/0001-34,DIPLIC II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,23.883.419/0001-34,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,Multimercados Macro,1618997.49,Profissional,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.884.623/0001-70,UBS ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO  RESP LIMITADA,23.884.623/0001-70,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,Multimercados Macro,4071290.98,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.884.627/0001-58,ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,23.884.627/0001-58,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,4050918.35,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.884.632/0001-60,ADAM MACRO MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,23.884.632/0001-60,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,205998031.29,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:23.884.636/0001-49,CLAVE ALPHA MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO- RESPONSABILIDADE LIMITADA,23.884.636/0001-49,CLAVE GESTORA DE RECURSOS LTDA.,Multimercados Macro,8751364.44,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.029.438/0001-60,ADAM MACRO II FI EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,24.029.438/0001-60,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,33335520.07,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.048.538/0001-34,VERDE AM SCENA ADVISORY FIC DE FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,24.048.538/0001-34,VERDE ASSET MANAGEMENT S.A.,Multimercados Macro,263305907.62,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.078.037/0001-09,ADAM MACRO ADVISORY FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,24.078.037/0001-09,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,100773006.36,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.119.419/0001-25,ADAM MACRO 1 FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,24.119.419/0001-25,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,4091208.03,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.119.482/0001-61,SENTINEL FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,24.119.482/0001-61,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,171121601.02,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.140.182/0001-64,DIRECT SPX CAPITAL PORTFOLIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,24.140.182/0001-64,BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA,Multimercados Macro,30165507.31,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.140.284/0001-80,NEO PROVECTUS II FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,24.140.284/0001-80,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,272201675.93,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.140.338/0001-07,NEO PROVECTUS II FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,24.140.338/0001-07,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,77906329.49,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.153.979/0001-04,J JAYHAWK FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,24.153.979/0001-04,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,0.0,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.154.008/0001-70,VÉRTICE VERDE 14 MULTIMERCADO FIF CIC RESPONSABILIDADE LIMITADA,24.154.008/0001-70,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,66685755.39,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.193.691/0001-55,SPX NIMITZ GRIPEN ADVISORY FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,24.193.691/0001-55,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,466151350.15,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.193.707/0001-20,SPX NIMITZ VIGGEN FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,24.193.707/0001-20,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,9195090.19,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.247.636/0001-09,ACESSO BAHIA AM MARAÚ MULTIMERCADO - CIC FIF RESP LIMITADA,24.247.636/0001-09,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,Multimercados Macro,3564675.42,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.270.968/0001-04,BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA,24.270.968/0001-04,BAHIA AM RENDA FIXA LTDA,Multimercados Macro,16318942.54,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.404.844/0001-66,H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA,24.404.844/0001-66,BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA,Multimercados Macro,47430562.3,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.572.061/0001-91,CONEXÃO SPX NIMITZ BP FIF - CLASSE DE COTAS DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,24.572.061/0001-91,BANCO BRADESCO S.A.,Multimercados Macro,278196989.23,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.633.906/0001-01,FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO MACRO ALOCAÇÃO LONGO PRAZO - RESPONSABILIDADE LIMITADA,24.633.906/0001-01,Sicredi Asset Management Ltda.,Multimercados Macro,6500397.65,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:24.634.152/0001-04,SICREDI - FIF EM CIC MULTIMERCADO MACRO LP - RESPONSABILIDADE LIMITADA,24.634.152/0001-04,Sicredi Asset Management Ltda.,Multimercados Macro,6530277.33,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:25.098.109/0001-34,QUANTITAS BRISA FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,25.098.109/0001-34,QUANTITAS GESTAO DE RECURSOS LTDA.,Multimercados Macro,50336282.71,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:25.306.783/0001-67,TRUXT MACRO SELEÇÃO FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,25.306.783/0001-67,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,20745863.69,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:25.307.278/0001-37,ASA GAUSS CLASSE DE INVESTIMENTO EM COTAS DE CLASSE DE INVESTIMENTO MULTIMERCADO RESP LIMITADA,25.307.278/0001-37,ASA ASSET MANAGEMENT LTDA.,Multimercados Macro,32114532.26,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:25.382.586/0001-27,ADAM MACRO SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,25.382.586/0001-27,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,4113343.35,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:25.682.084/0001-11,UBS ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO  RESP LIMITADA,25.682.084/0001-11,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,Multimercados Macro,150418165.59,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.101.893/0001-55,CLAVE ALPHA MACRO S FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,26.101.893/0001-55,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Multimercados Macro,2083006.75,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.179.685/0001-79,ITAU ALVORADA ADVISORY FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,26.179.685/0001-79,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,41598687.46,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.210.471/0001-18,SPX NIMITZ AB FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,26.210.471/0001-18,SPX GESTÃO DE RECURSOS LTDA,Multimercados Macro,73059546.53,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.210.494/0001-22,BTG CLAVE ALPHA MACRO RED FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,26.210.494/0001-22,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Multimercados Macro,11200202.12,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.218.403/0001-03,KINEA ATLAS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,26.218.403/0001-03,KINEA INVESTIMENTOS LTDA.,Multimercados Macro,336678264.61,,,Kinea Chronos FIM RL - Subclasse I,True,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.218.508/0001-54,ADAM EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,26.218.508/0001-54,ADAMCAPITAL GESTÃO DE RECURSOS LTDA.,Multimercados Macro,18460867.36,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.218.588/0001-48,ITAÚ ALVORADA II FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,26.218.588/0001-48,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,26167691.8,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.261.488/0001-02,TRUXT MACRO ADVISORY FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,26.261.488/0001-02,TRUXT INVESTIMENTOS LTDA.,Multimercados Macro,18744555.47,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.262.507/0001-07,VÉRTICE VERDE 60 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,26.262.507/0001-07,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,518388573.24,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.277.600/0001-95,TRUXT I MACRO FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,26.277.600/0001-95,TRUXT INVESTIMENTOS LTDA.,Multimercados Macro,26510568.82,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.304.143/0001-80,CARDOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,26.304.143/0001-80,SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,Multimercados Macro,74768765.46,Profissional,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.323.079/0001-85,AZ QUEST MULTI MAX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO,26.323.079/0001-85,AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,Multimercados Macro,43718281.39,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.324.086/0001-00,ADAM EXCLUSIVO SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,26.324.086/0001-00,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,16259084.67,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.324.098/0001-26,ADAM EXCLUSIVO PVT MULTIMERCADO FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA,26.324.098/0001-26,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Multimercados Macro,2415928.1,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.324.209/0001-02,NEO PROVECTUS I FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,26.324.209/0001-02,NEO MULTIMERCADO GESTÃO DE RECURSOS LTDA,Multimercados Macro,212396708.07,Qualificado,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.324.249/0001-46,TRUXT MACRO AB FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,26.324.249/0001-46,TRUXT INVESTIMENTOS LTDA.,Multimercados Macro,2208524.06,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:26.344.683/0001-98,TRUXT II MACRO FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIROS MULTIMERCADO RL,26.344.683/0001-98,TRUXT INVESTIMENTOS LTDA.,Multimercados Macro,20549614.29,Público Geral,,Kinea Chronos FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
